,00:0f:e2:a1:96:60,06:14:4b:65:38:a6,06:1b:b1:20:a4:35,06:1b:b1:22:36:17,06:1b:b1:22:3b:72,06:1b:b1:22:3b:7a,06:1b:b1:22:3f:ca,06:1b:b1:22:43:2d,06:1b:b1:22:43:54,06:1b:b1:22:43:65,06:1b:b1:22:43:e6,06:1b:b1:22:44:a9,0e:14:4b:65:38:a6,0e:1b:b1:20:a4:35,0e:1b:b1:22:34:2a,0e:1b:b1:22:36:17,0e:1b:b1:22:3b:72,0e:1b:b1:22:3b:7a,0e:1b:b1:22:3f:ca,0e:1b:b1:22:43:2d,0e:1b:b1:22:43:54,0e:1b:b1:22:43:65,0e:1b:b1:22:43:e6,0e:1b:b1:22:44:a9,14:e6:e4:38:16:8c,14:e6:e4:70:1c:60,14:e6:e4:70:ad:a2,20:dc:e6:bc:7e:8c,38:83:45:69:eb:a8,8c:21:0a:37:50:7a,xLabel,yLabel,locaLabel,RoomLabel
0,-81.0,-76.0,-66.4,-47.6,-53.4,-44.6,-53.8,-65.2,-67.6,-78.2,-69.0,-59.6,-78.0,-68.0,-75.8,-47.6,-53.4,-43.2,-53.8,-65.8,-67.8,-76.2,-69.8,-59.6,-67.8,-55.2,-47.0,-74.8,-70.2,-62.0,15.18,21.4,317.0,10.0
1,-73.6,-68.2,-61.8,-64.2,-52.6,-40.0,-64.0,-75.8,-66.4,-70.0,-48.0,-59.4,-68.2,-61.6,-70.8,-65.2,-52.6,-39.6,-63.8,-75.8,-65.4,-70.2,-48.0,-58.4,-55.8,-66.4,-49.4,-69.2,-78.0,-62.0,15.18,12.4,332.0,10.0
2,-74.0,-75.4,-66.4,-66.0,-52.0,-40.2,-60.0,-73.8,-69.6,-72.4,-60.2,-58.4,-77.2,-66.2,-79.4,-66.6,-51.6,-40.0,-60.0,-73.4,-69.2,-72.4,-60.2,-59.0,-61.2,-66.2,-47.6,-65.6,-73.0,-54.2,15.18,11.2,334.0,10.0
3,-73.6,-70.0,-61.4,-61.0,-55.8,-40.6,-64.0,-72.6,-61.0,-67.8,-50.4,-60.6,-70.0,-61.2,-70.6,-61.2,-55.6,-39.4,-63.8,-72.4,-61.0,-69.4,-50.2,-60.8,-62.4,-66.0,-51.0,-75.6,-77.5,-67.2,15.18,13.0,331.0,10.0
4,-73.0,-71.6,-60.0,-63.6,-54.2,-37.4,-57.4,-69.0,-59.8,-70.2,-55.2,-62.0,-69.2,-60.4,-72.0,-63.2,-54.2,-37.6,-57.4,-68.2,-60.0,-70.2,-55.2,-61.6,-56.6,-64.0,-52.0,-73.4,-90.0,-66.8,15.18,13.6,330.0,10.0
5,-72.2,-71.8,-61.2,-60.2,-55.8,-38.4,-59.8,-67.8,-62.6,-69.8,-56.0,-61.8,-71.8,-60.8,-73.8,-60.0,-55.6,-39.4,-59.6,-68.8,-63.6,-69.8,-56.0,-61.4,-58.4,-67.8,-47.4,-71.2,-77.0,-59.6,15.18,14.2,329.0,10.0
6,-71.33333333333333,-73.4,-62.0,-61.0,-52.6,-40.6,-62.8,-70.8,-64.0,-70.8,-57.8,-61.8,-74.2,-61.0,-75.0,-61.6,-52.4,-40.2,-62.6,-71.4,-63.8,-71.6,-57.6,-62.0,-60.2,-66.8,-49.0,-72.6,-75.4,-61.0,15.18,14.8,328.0,10.0
7,-70.8,-81.0,-60.4,-61.6,-53.2,-39.8,-62.8,-71.0,-60.6,-72.0,-57.0,-61.4,-76.0,-60.4,-70.4,-61.6,-52.4,-40.6,-62.6,-72.8,-60.2,-73.0,-57.0,-61.8,-57.6,-67.4,-46.6,-73.0,-76.33333333333333,-60.4,15.18,15.4,327.0,10.0
8,-72.66666666666667,-72.0,-63.8,-56.8,-53.6,-40.2,-67.2,-72.0,-61.4,-67.6,-60.8,-59.8,-81.0,-65.0,-70.0,-57.2,-53.0,-42.0,-66.6,-72.6,-61.4,-67.6,-61.0,-60.2,-59.4,-64.2,-50.8,-74.8,-77.0,-61.4,15.18,16.0,326.0,10.0
9,-70.0,-72.0,-61.6,-58.4,-52.2,-43.4,-60.4,-73.0,-64.6,-69.2,-67.4,-54.8,-80.0,-62.0,-74.0,-58.2,-52.4,-43.0,-60.4,-72.6,-65.4,-69.8,-67.6,-54.8,-59.0,-65.4,-51.2,-75.0,-71.66666666666667,-65.0,15.18,16.6,325.0,10.0
10,-74.2,-73.8,-62.0,-61.2,-52.8,-40.2,-57.6,-69.0,-63.2,-73.8,-63.8,-52.0,-75.2,-62.0,-73.6,-61.0,-53.0,-40.4,-57.6,-69.2,-62.8,-73.8,-63.6,-52.0,-60.4,-63.4,-52.0,-72.2,-74.0,-62.2,15.18,17.2,324.0,10.0
11,-71.0,-70.9,-65.3,-57.8,-52.1,-42.6,-58.5,-71.0,-63.9,-72.5,-62.2,-58.5,-73.0,-64.2,-76.0,-57.5,-51.9,-39.4,-58.3,-73.6,-63.4,-70.0,-61.7,-58.9,-68.9,-59.8,-48.8,-72.1,-84.8,-65.3,15.18,17.8,323.0,10.0
12,-70.5,-74.0,-63.2,-58.8,-51.6,-41.6,-60.6,-68.4,-63.0,-74.2,-61.8,-59.8,-73.0,-63.2,-79.4,-58.8,-51.6,-41.4,-60.6,-68.6,-63.0,-73.8,-62.2,-60.2,-61.2,-67.6,-46.4,-73.6,-71.8,-60.4,15.18,18.4,322.0,10.0
13,-72.8,-71.8,-61.4,-59.8,-53.2,-41.4,-59.8,-75.6,-69.8,-67.6,-56.0,-56.6,-76.4,-61.4,-77.8,-59.6,-52.6,-41.4,-60.0,-77.6,-69.0,-67.8,-56.2,-56.8,-57.6,-66.0,-47.6,-66.4,-90.0,-56.0,15.18,11.8,333.0,10.0
14,-70.0,-76.2,-66.8,-59.8,-53.6,-46.2,-60.8,-67.0,-69.2,-73.6,-60.8,-56.2,-74.8,-66.4,-78.8,-60.0,-53.8,-47.0,-61.0,-67.6,-69.0,-72.8,-60.8,-56.0,-60.8,-58.6,-50.2,-75.2,-69.8,-61.4,15.18,19.0,321.0,10.0
15,-71.0,-76.0,-68.6,-53.8,-55.2,-46.8,-58.8,-62.0,-67.4,-79.8,-62.4,-56.4,-78.0,-68.2,-80.0,-53.8,-55.2,-47.0,-58.8,-61.8,-67.2,-80.0,-62.8,-56.0,-56.8,-67.8,-46.2,-75.6,-64.4,-69.6,15.18,19.6,320.0,10.0
16,-75.5,-76.0,-66.0,-55.0,-56.2,-45.6,-62.2,-56.4,-64.4,-80.0,-63.0,-60.6,-77.6,-67.2,-78.0,-55.2,-56.2,-45.8,-62.4,-56.2,-64.8,-80.2,-63.0,-60.6,-62.0,-57.8,-50.2,-75.6,-63.4,-60.8,15.18,20.2,319.0,10.0
17,-78.0,-76.0,-67.8,-52.8,-53.0,-47.6,-58.0,-59.8,-66.4,-79.4,-64.0,-59.4,-78.0,-67.0,-77.2,-53.2,-53.0,-46.4,-57.6,-60.2,-66.4,-79.2,-64.4,-59.6,-60.2,-59.8,-49.0,-73.4,-70.5,-63.4,15.18,20.8,318.0,10.0
18,-71.75,-77.0,-63.4,-55.4,-48.6,-41.6,-51.2,-68.2,-62.8,-75.6,-69.4,-61.8,-85.0,-63.8,-78.2,-55.4,-48.6,-40.6,-51.4,-67.6,-62.6,-74.8,-69.2,-60.6,-57.2,-60.2,-43.8,-77.5,-74.2,-64.4,15.78,21.4,352.0,10.0
19,-72.5,-69.2,-60.2,-64.4,-53.9,-39.0,-63.3,-75.1,-63.0,-70.5,-52.8,-58.0,-70.1,-59.9,-73.5,-64.4,-53.4,-39.2,-63.5,-75.9,-63.4,-70.7,-52.9,-57.5,-61.1,-71.4,-47.7,-69.8,-78.66666666666667,-66.4,15.78,12.4,337.0,10.0
20,-72.5,-78.4,-63.6,-70.4,-56.2,-40.6,-61.8,-76.0,-67.6,-74.8,-66.0,-62.8,-77.2,-65.2,-76.0,-70.2,-56.4,-40.8,-61.4,-76.0,-67.4,-74.4,-66.4,-63.4,-56.8,-67.4,-56.8,-69.8,-76.4,-55.8,15.78,11.2,335.0,10.0
21,-70.75,-70.8,-66.6,-65.8,-54.6,-41.8,-60.4,-72.0,-64.4,-69.6,-49.8,-59.4,-72.6,-66.6,-76.6,-66.6,-54.4,-39.6,-60.2,-75.6,-65.8,-69.4,-49.4,-60.0,-59.4,-70.0,-52.8,-72.4,-79.0,-72.0,15.78,13.0,338.0,10.0
22,-72.0,-69.4,-60.2,-60.8,-51.8,-42.0,-55.6,-70.2,-59.4,-69.0,-52.4,-61.4,-69.6,-60.8,-71.8,-60.6,-51.8,-42.0,-55.8,-69.6,-59.6,-69.0,-52.8,-61.8,-60.4,-70.8,-51.8,-70.2,-90.0,-68.4,15.78,13.6,339.0,10.0
23,-70.25,-69.6,-60.0,-62.0,-53.4,-38.8,-60.0,-70.2,-60.2,-68.6,-54.0,-62.2,-69.2,-60.6,-70.4,-62.8,-53.6,-39.4,-60.0,-70.0,-61.2,-68.8,-53.4,-62.0,-59.2,-66.6,-54.6,-71.8,-90.0,-63.8,15.78,14.2,340.0,10.0
24,-72.6,-68.4,-59.8,-62.2,-51.6,-36.8,-62.0,-67.8,-59.2,-69.2,-55.2,-58.8,-69.2,-60.4,-69.6,-62.2,-51.6,-38.2,-62.0,-67.8,-59.4,-69.0,-55.0,-58.8,-61.0,-69.2,-51.0,-71.4,-82.0,-64.4,15.78,14.8,341.0,10.0
25,-71.4,-67.0,-58.4,-59.8,-56.2,-37.8,-62.0,-68.0,-62.4,-66.8,-58.4,-57.2,-67.8,-60.2,-68.6,-59.8,-56.2,-37.6,-62.0,-68.4,-64.0,-67.0,-58.2,-57.0,-60.4,-65.8,-46.6,-73.0,-74.4,-64.8,15.78,15.4,342.0,10.0
26,-71.4,-70.2,-62.2,-60.2,-53.6,-38.2,-62.4,-66.4,-60.4,-69.6,-62.6,-54.4,-71.2,-62.8,-70.2,-60.0,-53.6,-38.2,-62.4,-66.6,-61.0,-69.4,-62.6,-54.6,-60.8,-63.0,-52.6,-71.6,-75.0,-62.0,15.78,16.0,343.0,10.0
27,-70.6,-84.2,-63.4,-59.4,-55.0,-42.8,-64.0,-71.0,-62.6,-77.2,-57.6,-53.4,-79.6,-63.2,-70.0,-59.6,-55.2,-42.4,-64.0,-70.2,-63.0,-76.4,-57.6,-53.2,-57.4,-67.8,-51.2,-70.0,-70.6,-65.0,15.78,16.6,344.0,10.0
28,-68.6,-75.8,-61.0,-57.6,-53.6,-39.6,-58.8,-71.2,-61.8,-71.6,-62.4,-57.0,-75.4,-62.0,-73.4,-57.4,-53.6,-38.6,-59.6,-71.4,-62.4,-72.0,-62.0,-57.2,-57.0,-67.4,-49.0,-67.2,-67.2,-69.2,15.78,17.2,345.0,10.0
29,-69.0,-72.2,-60.6,-58.8,-51.6,-40.0,-60.2,-66.6,-60.8,-73.6,-62.0,-55.8,-71.0,-60.2,-73.4,-59.4,-51.4,-39.4,-60.2,-66.8,-60.6,-72.6,-61.8,-55.6,-61.8,-61.4,-46.0,-72.5,-69.2,-70.4,15.78,17.8,346.0,10.0
30,-72.0,-72.6,-64.4,-59.4,-52.6,-43.8,-61.6,-64.4,-63.2,-73.2,-59.4,-57.2,-72.6,-64.6,-75.0,-59.6,-52.6,-43.6,-61.6,-64.0,-63.2,-73.2,-59.0,-57.0,-61.2,-66.8,-45.0,-75.8,-73.4,-64.2,15.78,18.4,347.0,10.0
31,-71.2,-76.6,-63.8,-71.0,-55.6,-40.4,-62.2,-77.2,-66.6,-70.2,-61.2,-61.6,-76.6,-63.2,-77.0,-70.8,-55.2,-41.2,-62.2,-77.4,-66.2,-70.0,-61.0,-61.4,-52.2,-67.4,-54.4,-64.8,-72.4,-61.0,15.78,11.8,336.0,10.0
32,-68.25,-74.0,-68.4,-60.4,-53.8,-42.4,-60.8,-61.2,-64.6,-77.6,-63.2,-65.2,-69.0,-67.6,-74.6,-60.2,-53.8,-42.4,-61.0,-60.8,-65.6,-76.6,-62.8,-65.4,-58.0,-64.2,-41.6,-79.5,-73.0,-68.4,15.78,19.0,348.0,10.0
33,-75.4,-74.0,-65.8,-59.2,-54.0,-43.2,-58.6,-58.6,-64.2,-74.2,-70.8,-62.0,-80.0,-67.2,-77.0,-59.2,-54.0,-43.6,-58.6,-58.2,-64.4,-74.2,-71.8,-62.0,-57.0,-62.8,-43.4,-74.8,-67.8,-66.2,15.78,19.6,349.0,10.0
34,-73.8,-75.8,-65.4,-54.8,-52.4,-45.0,-59.8,-63.4,-61.4,-71.6,-67.4,-60.2,-77.6,-64.6,-76.4,-54.8,-52.4,-45.4,-59.6,-61.6,-61.8,-71.0,-68.0,-59.8,-60.8,-66.4,-45.0,-73.0,-69.6,-64.6,15.78,20.2,350.0,10.0
35,-74.0,-77.0,-63.6,-55.4,-53.2,-46.8,-54.8,-65.8,-63.4,-74.4,-63.4,-62.4,-81.4,-63.8,-76.0,-55.4,-52.8,-46.4,-55.0,-66.2,-63.0,-74.2,-63.0,-62.2,-58.2,-62.8,-43.0,-81.0,-66.4,-67.2,15.78,20.8,351.0,10.0
36,-74.6,-84.2,-68.6,-54.2,-53.8,-45.8,-51.6,-65.4,-66.4,-79.6,-65.8,-64.0,-84.2,-68.4,-77.0,-54.4,-54.0,-44.2,-51.6,-65.6,-66.6,-77.4,-65.8,-63.6,-62.2,-56.2,-42.4,-73.25,-69.0,-67.0,16.38,21.4,353.0,10.0
37,-66.6,-69.4,-59.6,-68.4,-52.6,-38.6,-60.6,-75.0,-68.6,-70.0,-52.4,-54.0,-68.8,-60.0,-75.8,-69.0,-52.6,-38.8,-60.6,-75.4,-67.8,-70.6,-52.6,-54.2,-53.2,-70.8,-51.4,-67.4,-69.75,-67.2,16.38,12.4,368.0,10.0
38,-73.4,-71.4,-60.4,-69.0,-58.4,-42.8,-62.0,-71.6,-61.8,-69.0,-61.4,-61.2,-70.0,-60.2,-75.0,-69.2,-58.2,-43.4,-62.0,-72.2,-62.2,-69.8,-61.4,-60.8,-53.0,-64.4,-47.6,-67.2,-72.0,-58.0,16.38,11.2,370.0,10.0
39,-71.6,-66.4,-63.0,-63.4,-54.2,-36.2,-62.8,-75.4,-60.2,-67.0,-43.2,-58.8,-66.4,-63.4,-74.6,-63.2,-54.4,-36.4,-63.2,-73.6,-59.8,-66.4,-43.4,-58.6,-54.2,-70.2,-49.8,-73.8,-80.0,-65.2,16.38,13.0,367.0,10.0
40,-72.6,-66.2,-65.4,-64.0,-48.4,-39.6,-57.8,-66.2,-60.0,-69.6,-49.0,-57.2,-66.2,-65.0,-75.2,-64.6,-48.4,-38.6,-58.0,-66.0,-60.0,-68.6,-48.6,-57.0,-62.2,-63.0,-48.2,-68.0,-74.33333333333333,-63.6,16.38,13.6,366.0,10.0
41,-72.8,-67.0,-59.6,-62.8,-51.4,-36.8,-62.6,-67.0,-57.6,-72.4,-55.0,-59.6,-68.8,-61.0,-66.8,-62.8,-51.4,-37.8,-62.4,-66.0,-57.8,-74.2,-55.4,-59.6,-53.2,-68.0,-49.0,-67.6,-73.0,-61.6,16.38,14.2,365.0,10.0
42,-74.4,-67.6,-60.2,-60.2,-52.2,-40.6,-61.8,-67.4,-60.0,-75.6,-55.4,-59.4,-67.6,-60.0,-67.2,-60.4,-52.2,-41.4,-62.4,-66.4,-59.4,-74.8,-55.2,-59.4,-55.0,-68.5,-46.2,-68.6,-77.66666666666667,-60.8,16.38,14.8,364.0,10.0
43,-73.0,-70.8,-59.8,-62.2,-54.0,-41.0,-61.4,-68.6,-56.8,-77.6,-58.2,-60.0,-70.8,-60.2,-70.6,-62.8,-53.6,-39.8,-62.0,-67.2,-56.4,-73.8,-58.0,-60.8,-58.6,-63.8,-48.2,-69.4,-75.8,-61.6,16.38,15.4,363.0,10.0
44,-73.4,-73.8,-61.0,-58.2,-52.4,-38.2,-56.6,-72.2,-58.6,-76.4,-62.0,-57.4,-80.0,-62.4,-75.2,-58.2,-52.2,-38.2,-56.6,-70.8,-58.4,-76.6,-62.0,-58.0,-53.2,-64.8,-45.6,-70.8,-71.66666666666667,-58.4,16.38,16.0,362.0,10.0
45,-73.0,-75.2,-61.2,-63.0,-51.2,-40.4,-59.2,-69.4,-62.6,-73.6,-57.4,-59.2,-75.4,-62.8,-72.6,-63.4,-51.4,-40.6,-59.2,-69.6,-62.6,-74.4,-57.4,-58.8,-61.2,-65.4,-46.0,-71.0,-70.8,-66.6,16.38,16.6,361.0,10.0
46,-73.2,-73.2,-61.4,-65.2,-51.8,-41.8,-54.8,-66.6,-63.4,-74.2,-55.8,-59.4,-70.4,-61.2,-72.4,-65.2,-52.0,-42.2,-54.8,-66.0,-63.4,-73.4,-55.4,-59.2,-60.2,-60.2,-43.6,-68.0,-71.6,-66.4,16.38,17.2,360.0,10.0
47,-73.8,-72.4,-65.2,-59.6,-52.2,-43.0,-57.6,-65.8,-63.0,-74.8,-60.4,-55.0,-71.8,-64.4,-73.6,-59.6,-52.0,-43.0,-57.8,-65.4,-63.2,-74.8,-60.4,-55.0,-55.4,-62.8,-44.6,-72.0,-68.8,-67.2,16.38,17.8,359.0,10.0
48,-74.2,-77.6,-62.8,-54.8,-51.2,-43.0,-62.4,-67.8,-60.4,-74.2,-60.6,-51.8,-78.0,-62.6,-75.0,-55.0,-51.0,-41.6,-62.8,-68.2,-59.4,-73.8,-61.0,-52.0,-63.0,-65.8,-44.2,-72.0,-66.0,-67.2,16.38,18.4,358.0,10.0
49,-69.6,-71.0,-57.6,-71.8,-56.2,-45.0,-60.0,-74.2,-65.2,-66.8,-58.8,-56.0,-70.0,-57.6,-73.8,-70.8,-56.2,-43.2,-60.0,-74.2,-65.2,-66.8,-58.8,-56.2,-56.4,-67.0,-56.6,-66.66666666666667,-77.0,-63.4,16.38,11.8,369.0,10.0
50,-71.6,-76.0,-64.4,-59.2,-52.6,-43.0,-58.2,-61.4,-68.0,-79.0,-61.8,-56.6,-73.6,-65.8,-77.8,-59.0,-52.4,-42.4,-58.2,-61.2,-65.8,-75.0,-62.0,-56.8,-66.8,-66.6,-42.6,-71.8,-65.4,-62.4,16.38,19.0,357.0,10.0
51,-72.75,-78.0,-65.0,-60.0,-49.4,-45.4,-59.2,-56.2,-66.2,-75.2,-64.8,-57.8,-77.8,-64.8,-80.8,-59.6,-49.2,-44.4,-59.2,-56.8,-65.4,-71.0,-65.0,-58.2,-60.2,-62.2,-44.4,-69.2,-64.6,-67.0,16.38,19.6,356.0,10.0
52,-78.4,-84.8,-64.8,-57.4,-55.0,-45.6,-58.4,-66.2,-63.6,-72.0,-67.2,-56.8,-84.6,-65.6,-75.4,-57.6,-54.8,-48.2,-58.2,-65.8,-63.6,-72.0,-67.4,-56.6,-58.8,-61.0,-46.8,-74.0,-67.4,-67.0,16.38,20.2,355.0,10.0
53,-75.6,-81.0,-64.8,-52.4,-52.4,-45.4,-55.8,-69.0,-64.0,-73.2,-68.2,-60.6,-81.0,-65.0,-75.0,-52.6,-52.6,-45.8,-55.8,-69.8,-64.0,-73.0,-68.0,-60.6,-61.4,-67.4,-44.0,-72.0,-67.0,-67.8,16.38,20.8,354.0,10.0
54,-80.0,-84.6,-70.4,-62.2,-58.6,-48.8,-48.2,-65.2,-68.6,-70.4,-68.6,-66.2,-84.6,-70.6,-85.0,-63.2,-58.6,-47.8,-48.4,-65.0,-69.4,-70.2,-67.6,-66.6,-62.2,-59.6,-54.8,-75.0,-62.0,-50.2,13.98,21.4,298.0,10.0
55,-69.0,-84.0,-65.6,-65.6,-52.6,-39.4,-58.2,-70.0,-62.4,-72.2,-49.8,-56.6,-81.0,-65.8,-65.4,-65.6,-52.6,-38.4,-58.6,-70.6,-63.0,-72.2,-49.8,-57.2,-56.2,-65.2,-52.8,-70.6,-74.0,-59.0,13.98,12.4,283.0,10.0
